sample_id,lot_id,tool_id,sequence,pr_tone,retained_pattern_source,nominal_cd_nm,exposure_dose_mj_cm2,normalized_dose_pct,focus_um,coat_thickness_nm,softbake_temp_c,peb_temp_c,develop_time_s,developer_concentration_pct,field_x,field_y,resist_line_cd_nm,cdu_3sigma_nm,ler_nm,scum_probability,pattern_collapse_probability,defect_probability,spec_pass
S00325,L0016,T02,325,NEGATIVE,EXPOSED,50.0,71.583473,91.773684,-0.033592,128.278533,100.114895,102.673831,54.407009,2.45791,-0.998005,0.285865,48.624005,2.819121,1.753943,0.346934,0.076992,0.094903,FAIL
S00535,L0026,T01,535,POSITIVE,UNEXPOSED,50.0,93.973256,93.973256,-0.161648,86.549272,97.22233,113.953502,52.199763,2.319494,0.368549,-0.371713,50.418027,4.73485,2.026974,0.159548,0.032638,0.247459,FAIL
S00289,L0014,T01,289,POSITIVE,UNEXPOSED,50.0,96.716,96.716,-0.003586,108.035072,97.19857,107.587068,47.516166,2.382862,-0.092266,0.716898,51.653486,1.911402,1.338547,0.328821,0.007423,0.029891,FAIL
S00063,L0003,T01,63,POSITIVE,UNEXPOSED,50.0,103.229764,103.229764,-0.038396,93.848271,98.187282,106.60329,55.089918,2.271295,0.161846,-0.008422,46.851925,2.620893,1.430105,0.007106,0.054923,0.026378,FAIL
S00414,L0020,T01,414,NEGATIVE,EXPOSED,50.0,83.620308,107.205523,0.018018,89.115052,97.109248,106.100356,51.005965,2.369738,0.407442,0.56236,51.351919,2.425399,1.499819,0.008496,0.008034,0.020844,PASS
S00561,L0028,T01,561,NEGATIVE,EXPOSED,50.0,73.965123,94.827081,-0.008143,96.825256,100.508971,106.944478,49.668135,2.370743,0.056097,0.438953,47.492124,2.224037,1.69565,0.127612,0.004887,0.026924,PASS
S00382,L0019,T02,382,POSITIVE,UNEXPOSED,50.0,102.002974,102.002974,-0.111231,99.352917,96.63401,108.455742,37.137286,2.391739,0.919575,0.747469,52.154524,4.301826,1.448551,0.388524,0.006758,0.227588,FAIL
S00606,L0030,T02,606,NEGATIVE,EXPOSED,50.0,79.832147,102.348907,-0.06986,94.29,97.372419,105.289157,61.199621,2.492833,-0.777722,-0.294811,51.661677,3.531424,1.45744,0.0226,0.042637,0.056957,FAIL
S00513,L0025,T02,513,NEGATIVE,EXPOSED,50.0,77.432271,99.272143,-0.039816,118.335485,96.097032,106.723047,59.658881,2.335024,-0.484531,-0.557251,50.386514,2.772858,1.49461,0.081782,0.052503,0.037659,PASS
S00521,L0026,T01,521,POSITIVE,UNEXPOSED,50.0,94.62682,94.62682,0.009936,105.478488,96.416111,107.333264,57.894093,2.438597,-0.933004,0.933299,49.696456,3.269504,1.806997,0.099108,0.063434,0.071029,FAIL
S00417,L0020,T01,417,POSITIVE,UNEXPOSED,50.0,94.521011,96.138252,-0.092158,109.940977,95.479036,113.66355,44.533332,2.308201,0.975575,0.627124,52.388315,3.8178,1.713242,0.505867,0.024588,0.246998,FAIL
S00093,L0004,T01,93,NEGATIVE,EXPOSED,50.0,73.583376,94.337662,-0.060426,95.931639,96.123653,103.580265,61.892326,2.418354,-0.387961,-0.18705,45.822612,2.65086,1.562381,0.188768,0.058117,0.047715,FAIL
S00643,L0032,T01,643,POSITIVE,UNEXPOSED,50.0,96.119084,96.119084,-0.0943,93.791293,94.259801,107.054583,51.889797,2.405765,0.295921,0.630935,48.263851,3.786304,1.82039,0.13261,0.019976,0.105347,FAIL
S00621,L0031,T01,621,POSITIVE,UNEXPOSED,50.0,99.526998,99.526998,0.089654,94.710514,97.258314,112.930455,31.075927,2.357201,-0.854233,-0.906994,52.384024,4.260911,1.440469,0.702859,0.0,0.401802,FAIL
S00346,L0017,T02,346,NEGATIVE,EXPOSED,50.0,88.754164,113.78739,-0.027272,90.950426,100.259646,107.350425,51.593976,2.480969,0.456005,0.701974,52.254654,2.742254,1.97447,0.015074,0.002347,0.035058,PASS
S00499,L0024,T02,499,POSITIVE,UNEXPOSED,50.0,91.854104,91.854104,0.107483,103.750785,94.816509,112.309222,42.471277,2.377886,-0.152659,-0.247163,53.165149,3.612827,1.663565,0.676596,0.01485,0.296808,FAIL
S00280,L0014,T02,280,NEGATIVE,EXPOSED,50.0,79.503944,101.928133,-0.156209,97.739645,94.31457,102.03291,51.027052,2.299758,0.061082,0.04168,52.530758,4.350218,1.609623,0.057181,0.014456,0.119121,FAIL
S00482,L0024,T01,482,POSITIVE,UNEXPOSED,50.0,88.704301,88.704301,0.014995,111.93281,98.126445,111.881462,44.807317,2.363707,0.208969,0.814434,54.24032,2.045169,1.823697,0.820992,0.012171,0.153246,FAIL
S00167,L0008,T01,167,POSITIVE,UNEXPOSED,50.0,96.203058,96.203058,0.010189,96.474213,98.632716,107.446142,43.386228,2.41893,0.908393,0.48054,51.518334,2.603372,1.508001,0.398552,0.007859,0.069001,FAIL
S00251,L0012,T02,251,NEGATIVE,EXPOSED,50.0,80.862022,103.669259,-0.111622,95.851172,98.679343,107.703692,47.196536,2.454682,0.726307,0.126845,51.598218,4.06525,1.766433,0.031794,0.001923,0.094562,FAIL
S00391,L0019,T03,391,POSITIVE,UNEXPOSED,50.0,101.748228,101.748228,-0.067422,110.847981,95.176072,108.269481,52.471092,2.291509,0.674996,-0.716524,51.573589,3.051624,1.335639,0.083324,0.036378,0.041996,PASS
S00595,L0029,T02,595,POSITIVE,UNEXPOSED,50.0,107.399098,107.399098,-0.045488,108.20958,96.901016,108.04433,42.856151,2.37331,-0.513656,0.21355,49.938756,2.574336,1.576062,0.130336,0.022157,0.035412,PASS
S00709,L0035,T01,709,POSITIVE,UNEXPOSED,50.0,100.966485,100.966485,0.016199,110.638073,98.127352,106.809614,44.252844,2.352581,-0.545257,0.276194,49.244074,2.035389,1.791653,0.2584,0.019567,0.035844,FAIL
S00776,L0038,T03,776,NEGATIVE,EXPOSED,50.0,79.170797,101.501021,0.040266,107.413127,97.912165,105.934909,58.386114,2.392173,-0.540928,0.896288,66.312582,2.833851,1.310266,0.060454,0.045614,0.033334,FAIL
S00199,L0009,T01,199,POSITIVE,UNEXPOSED,50.0,101.37772,101.37772,-0.066469,97.934195,98.528701,107.489823,43.969758,2.440209,-0.896982,0.903531,49.864421,3.819767,1.352899,0.195496,0.0,0.096067,FAIL
S00057,L0002,T01,57,POSITIVE,UNEXPOSED,50.0,98.959095,98.959095,0.083997,110.372207,94.244443,111.696738,58.64245,2.422106,0.721012,0.892362,49.264561,3.658958,1.422884,0.034453,0.074986,0.068922,FAIL
S00122,L0006,T01,122,POSITIVE,UNEXPOSED,50.0,95.353994,95.353994,0.025664,82.039896,97.972626,110.416904,51.083251,2.357839,0.602433,0.093978,49.400355,2.976708,1.336324,0.090221,0.015708,0.038312,PASS
S00428,L0021,T03,428,POSITIVE,UNEXPOSED,50.0,101.01949,101.01949,-0.036499,91.912189,97.504543,110.237795,56.32691,2.335071,-0.675517,-0.40752,51.301193,3.017204,1.082403,0.031346,0.044839,0.03167,PASS
S00645,L0032,T02,645,NEGATIVE,EXPOSED,50.0,77.359452,99.178785,-0.176417,107.210765,98.273308,104.800888,56.970295,2.325801,0.437995,-0.13976,51.074391,4.83209,1.405217,0.063614,0.045723,0.166946,FAIL
S00026,L0001,T01,26,POSITIVE,UNEXPOSED,50.0,100.479079,106.288387,0.001995,108.320157,95.604656,111.495457,49.510908,2.353237,0.947785,-0.010969,47.650483,2.091739,1.576085,0.053779,0.048124,0.020547,PASS
S00205,L0010,T01,205,POSITIVE,UNEXPOSED,50.0,103.679269,103.679269,0.044545,115.812649,99.451903,109.163799,44.955777,2.428405,0.92211,-0.821008,49.908713,3.497865,1.348629,0.167892,0.0,0.069463,FAIL
S00656,L0032,T01,656,NEGATIVE,EXPOSED,50.0,77.12155,98.873782,0.003351,104.19291,95.721787,101.478305,50.859841,2.358256,0.306105,-0.921727,49.796721,2.513207,1.775314,0.11344,0.014208,0.035087,PASS
S00616,L0030,T01,616,NEGATIVE,EXPOSED,50.0,85.738151,109.920707,-0.088717,66.935589,98.303852,106.372929,56.298202,2.268786,-0.730939,0.386476,53.222205,4.200019,1.737319,0.0,0.003809,0.095787,FAIL
S00365,L0018,T01,365,POSITIVE,UNEXPOSED,50.0,99.915679,99.915679,-0.022905,100.320864,95.392898,107.907073,53.143726,2.294697,0.412507,0.995231,50.049122,3.013462,0.928607,0.054379,0.039456,0.030563,PASS
S00553,L0027,T01,553,NEGATIVE,EXPOSED,50.0,71.313031,91.426963,-0.037533,94.904097,102.311223,107.954607,54.444984,2.40512,0.169057,-0.850545,45.448754,3.279744,1.850045,0.178552,0.017744,0.080885,FAIL
S00757,L0037,T02,757,NEGATIVE,EXPOSED,50.0,72.375013,92.788479,-0.049617,100.148964,98.589348,103.104869,47.320117,2.46195,0.451336,0.754993,50.4299,2.809541,1.771323,0.249502,0.019366,0.064728,PASS
S00704,L0035,T01,704,POSITIVE,UNEXPOSED,50.0,98.077447,98.077447,-0.034302,94.703516,94.799124,112.072108,43.319424,2.347716,0.226775,0.061748,49.997076,3.18087,1.644447,0.297284,0.028175,0.093724,FAIL
S00537,L0026,T01,537,POSITIVE,UNEXPOSED,50.0,94.546798,94.546798,-0.100812,116.180922,95.950801,112.213503,44.384266,2.413115,-0.741152,-0.229629,52.249374,3.561629,1.755068,0.62221,0.033296,0.276498,FAIL
S00008,L0000,T01,8,NEGATIVE,EXPOSED,50.0,77.509996,99.37179,-0.096155,117.528636,100.639737,106.150077,58.690462,2.372937,-0.87453,0.198979,48.918882,4.244815,1.448339,0.070332,0.092652,0.124907,FAIL
S00362,L0018,T01,362,POSITIVE,UNEXPOSED,50.0,105.576791,105.576791,0.093539,99.270942,96.615433,109.957493,54.070472,2.403608,-0.127877,0.8898,47.701046,3.85311,1.369327,0.0319,0.047796,0.072904,FAIL
S00679,L0033,T03,679,POSITIVE,UNEXPOSED,50.0,92.583035,92.583035,-0.176455,112.981684,95.059071,108.475859,50.913392,2.281915,0.473466,0.894935,56.792595,5.386185,1.652209,0.40837,0.037725,0.486184,PASS
S00054,L0002,T01,54,POSITIVE,UNEXPOSED,50.0,109.543955,109.543955,-0.020762,109.757055,99.141847,110.216675,52.350903,2.342645,-0.500962,0.481647,47.984664,2.671755,1.648367,0.018135,0.064203,0.032574,PASS
S00571,L0028,T01,571,POSITIVE,UNEXPOSED,50.0,99.823237,99.823237,-0.214,115.912532,98.188129,110.554226,49.825313,2.431763,0.362854,0.702036,51.303127,5.938306,1.127248,0.17719,0.05258,0.381103,FAIL
S00157,L0007,T03,157,NEGATIVE,EXPOSED,50.0,82.368321,105.600412,-0.046683,95.254459,100.456224,105.909327,56.177385,2.452949,-0.078351,-0.966302,55.017106,3.696446,1.552868,0.003716,0.016551,0.061102,FAIL
S00350,L0017,T02,350,POSITIVE,UNEXPOSED,50.0,103.763707,103.763707,-0.086672,105.21314,97.455252,104.887374,37.020711,2.318701,0.357747,-0.474093,48.879332,3.50677,2.581716,0.36305,0.006957,0.206628,FAIL
S00265,L0013,T01,265,NEGATIVE,EXPOSED,50.0,74.151163,95.065594,-0.159552,101.369422,95.691365,107.064658,51.76117,2.405272,-0.813588,0.429865,48.150064,4.834657,1.827252,0.099558,0.058024,0.224135,FAIL
S00208,L0010,T01,208,POSITIVE,UNEXPOSED,50.0,97.477511,97.477511,0.010476,112.596544,103.455798,110.765142,39.548796,2.453949,-0.606067,0.928902,52.296084,2.932923,1.29878,0.621572,0.031875,0.14772,FAIL
S00472,L0023,T01,472,POSITIVE,UNEXPOSED,50.0,102.330235,102.330235,-0.047415,116.710509,98.292313,111.479815,45.080336,2.332202,0.767409,0.002055,49.401592,3.090517,1.413862,0.244163,0.031653,0.068329,PASS
S00467,L0023,T01,467,POSITIVE,UNEXPOSED,50.0,102.821217,102.821217,-0.058489,92.469039,98.382661,101.26277,40.213094,2.392763,-0.931323,-0.62879,48.804453,3.855706,4.709754,0.221029,0.004268,0.429784,FAIL
S00260,L0013,T01,260,POSITIVE,UNEXPOSED,50.0,102.450242,102.450242,0.07057,103.826507,99.814379,110.394071,39.33206,2.37689,0.396591,0.706241,49.212365,3.250947,1.25938,0.309011,0.0,0.078797,FAIL
S00020,L0001,T02,20,NEGATIVE,EXPOSED,50.0,82.979233,106.383632,0.072403,79.418057,98.184914,106.284799,45.22369,2.337605,-0.251992,-0.467654,51.649661,2.936009,1.367168,0.0,0.0,0.028403,PASS
S00742,L0037,T03,742,NEGATIVE,EXPOSED,50.0,81.238181,104.151514,0.012957,101.417024,92.622568,109.994395,57.973212,2.380311,-0.333538,0.419311,53.219205,1.519077,2.589311,0.002248,0.022681,0.017957,FAIL
S00598,L0029,T01,598,NEGATIVE,EXPOSED,50.0,81.472486,104.451905,-0.01614,107.073131,99.928019,107.55995,56.631536,2.387284,-0.92242,-0.974041,52.172981,2.998174,1.554961,0.0,0.04039,0.036427,PASS
S00097,L0004,T02,97,POSITIVE,UNEXPOSED,50.0,97.049195,97.049195,-0.056026,101.010714,95.929811,115.899742,48.312937,2.418354,-0.609143,0.557153,51.014209,2.435934,3.130775,0.257047,0.027076,0.099741,FAIL
S00287,L0014,T03,287,NEGATIVE,EXPOSED,50.0,68.033475,87.222404,-0.017855,99.496348,101.984716,101.050818,54.449881,2.35346,-0.834043,-0.308765,47.804361,2.719863,2.138481,0.42051,0.033096,0.115906,FAIL
S00407,L0020,T01,407,NEGATIVE,EXPOSED,50.0,80.611995,103.348712,-0.003074,108.585121,98.061553,101.536581,57.691956,2.411741,0.846639,0.948886,51.773137,2.223546,2.251833,0.043454,0.052591,0.032348,PASS
S00473,L0023,T01,473,POSITIVE,UNEXPOSED,50.0,101.033206,101.033206,0.125188,90.301986,96.745097,109.892518,59.035504,2.370592,0.76668,0.011778,47.656167,4.610491,1.432375,0.030752,0.052835,0.135277,FAIL
S00748,L0037,T01,748,POSITIVE,UNEXPOSED,50.0,98.931185,98.931185,-0.073624,9.465512,98.533505,110.26983,40.111602,2.464003,0.868426,0.339627,51.285518,3.571651,1.019285,0.369607,0.032044,0.112198,FAIL
S00688,L0034,T01,688,NEGATIVE,EXPOSED,50.0,76.235623,97.737978,-0.033108,79.665662,96.130598,106.412342,63.04208,2.442285,-0.836414,-0.917957,48.509377,3.426486,1.62326,0.069631,0.029819,0.062668,FAIL
S00446,L0022,T01,446,POSITIVE,UNEXPOSED,50.0,99.145129,99.145129,-0.180961,76.856319,95.466277,111.18041,53.022483,2.454892,-0.048721,0.94032,50.776063,5.454145,1.149391,0.028737,0.012501,0.197801,FAIL
S00603,L0030,T01,603,NEGATIVE,EXPOSED,50.0,74.808389,95.908191,-0.025911,119.711923,98.943537,102.865425,46.192196,2.412492,-0.065874,0.176005,48.148339,2.11363,1.473759,0.211398,0.033898,0.029421,PASS
S00778,L0038,T02,778,NEGATIVE,EXPOSED,50.0,81.024801,103.87795,-0.168166,98.082551,96.162144,106.153485,52.203676,2.424479,0.545856,-0.54854,52.155147,4.661233,1.498886,0.030203,0.005143,0.130546,FAIL
S00484,L0024,T01,484,NEGATIVE,EXPOSED,50.0,75.050221,96.218232,-0.062899,100.032,95.641458,108.254467,51.180329,2.330364,-0.337606,-0.937479,49.021745,3.457936,1.950787,0.073774,0.011417,0.073596,FAIL
S00613,L0030,T01,613,NEGATIVE,EXPOSED,50.0,84.20877,107.959961,0.121477,96.886338,101.385544,106.174987,52.692592,2.399556,-0.179511,-0.329318,51.625067,3.885279,1.660448,0.0,0.020944,0.075028,FAIL
S00388,L0019,T01,388,NEGATIVE,EXPOSED,50.0,81.765528,104.8276,0.049033,116.08098,98.292266,108.767858,50.928059,2.413318,-0.280823,-0.035577,51.074957,2.608007,2.124734,0.014961,0.036754,0.03694,PASS
S00737,L0036,T01,737,POSITIVE,UNEXPOSED,50.0,106.079162,106.079162,-0.181471,101.563422,97.881704,105.567063,52.637507,2.442848,0.618778,-0.466919,49.153801,5.189199,2.343265,0.0,0.037173,0.271415,FAIL
S00123,L0006,T02,123,NEGATIVE,EXPOSED,50.0,82.727806,106.06129,0.124164,111.353791,95.18386,100.057566,47.850574,2.444127,0.409413,0.099001,53.125243,3.747196,2.824203,0.026461,0.029197,0.130733,FAIL
S00783,L0039,T03,783,POSITIVE,UNEXPOSED,50.0,108.361226,108.361226,0.061025,97.100712,96.640388,109.144791,45.615468,2.403755,0.090104,0.56169,50.607389,3.111127,1.728865,0.193791,0.031053,0.046159,PASS
S00335,L0016,T02,335,POSITIVE,UNEXPOSED,50.0,87.437989,87.437989,0.193121,109.60278,95.405287,108.316848,41.450544,2.323652,-0.379395,0.170275,58.629102,4.788935,1.557802,0.902035,0.012143,0.66895,FAIL
S00669,L0033,T02,669,NEGATIVE,EXPOSED,50.0,72.730039,93.243639,-0.155126,101.174634,97.308892,105.355356,50.069482,2.396026,-0.409354,-0.515426,49.510376,4.384299,1.7108,0.208558,0.002279,0.179058,FAIL
S00641,L0032,T01,641,POSITIVE,UNEXPOSED,50.0,96.613301,96.613301,0.046746,80.931453,97.391669,107.88205,52.817958,2.350563,0.604927,-0.666076,49.16403,3.286602,1.473268,0.09091,0.040282,0.056208,FAIL
S00597,L0029,T01,597,POSITIVE,UNEXPOSED,50.0,113.330252,113.330252,-0.018847,107.177855,98.473393,109.783991,50.825888,2.428004,-0.220028,0.31635,44.596499,1.606991,1.562971,0.005602,0.059445,0.012247,FAIL
S00522,L0026,T01,522,POSITIVE,UNEXPOSED,50.0,98.816469,98.816469,0.002828,94.556995,102.105247,109.409832,50.646903,2.32186,-0.871585,0.131366,49.193764,2.028135,1.329206,0.102809,0.043825,0.019311,PASS
S00003,L0000,T03,3,POSITIVE,UNEXPOSED,50.0,101.924096,101.924096,0.022224,87.337352,96.963819,111.152434,53.520305,2.37385,0.216082,-0.056449,49.848636,2.201815,1.333324,0.041648,0.013998,0.017575,PASS
S00731,L0036,T02,731,POSITIVE,UNEXPOSED,50.0,99.078915,99.078915,0.008102,104.733902,98.521056,109.423584,47.861711,2.457708,0.84893,0.385542,51.347851,2.372444,1.203155,0.208413,0.007532,0.029332,PASS
S00740,L0037,T02,740,POSITIVE,UNEXPOSED,50.0,88.949443,88.949443,0.126303,107.983102,99.64243,106.01182,39.897814,2.401514,-0.779728,-0.262058,58.159657,4.425893,2.357918,0.901717,0.0,0.690759,FAIL
S00276,L0013,T01,276,POSITIVE,UNEXPOSED,50.0,108.99676,108.99676,0.06892,77.464835,102.126607,109.424852,43.001822,2.382158,0.760936,-0.012749,44.408423,3.76214,1.246927,0.023852,0.004166,0.056297,FAIL
S00312,L0015,T03,312,POSITIVE,UNEXPOSED,50.0,101.86271,101.86271,-0.014099,102.872768,95.168059,111.980969,46.419472,2.498323,-0.992135,-0.092135,52.310767,2.626623,1.417759,0.136129,0.032645,0.035406,PASS
S00770,L0038,T02,770,POSITIVE,UNEXPOSED,50.0,105.080907,105.080907,-0.012323,111.090795,97.996786,109.858152,49.638835,2.436144,0.464503,0.307529,49.769884,2.394565,1.43119,0.054695,0.04417,0.024271,PASS
S00236,L0011,T03,236,POSITIVE,UNEXPOSED,50.0,102.91008,102.91008,0.012225,114.434661,97.82675,108.671066,40.788199,2.371671,-0.735232,-0.269549,53.316984,2.257579,1.392342,0.331063,0.0,0.040376,FAIL
S00464,L0023,T01,464,POSITIVE,UNEXPOSED,50.0,111.565002,111.565002,-0.05214,98.505296,95.6975,111.602616,51.094718,2.379861,0.622439,0.494,46.46539,2.320543,1.673311,0.011031,0.04231,0.022965,FAIL
S00665,L0033,T01,665,POSITIVE,UNEXPOSED,50.0,91.592728,91.592728,-0.046962,119.35292,95.940755,106.040391,51.741262,2.313296,0.541656,-0.08689,50.713013,2.539551,2.306497,0.49235,0.058639,0.138521,FAIL
S00002,L0000,T02,2,NEGATIVE,EXPOSED,50.0,77.767241,99.701592,0.01674,103.641421,98.144118,108.038414,56.738003,2.444863,-0.705581,-0.824044,49.879289,2.68498,1.392394,0.041585,0.020086,0.02751,PASS
S00127,L0006,T01,127,POSITIVE,UNEXPOSED,50.0,100.454963,100.454963,-0.060177,85.038691,95.20273,113.843625,51.217873,2.442344,-0.415701,-0.207589,47.40361,2.998158,2.008102,0.046638,0.021389,0.050066,PASS
S00098,L0004,T02,98,NEGATIVE,EXPOSED,50.0,86.371138,110.732229,-0.00142,91.265074,95.066177,102.805468,51.97816,2.389948,-0.666826,0.006232,53.056681,2.435887,1.67083,0.0,0.007685,0.022503,FAIL
S00261,L0013,T01,261,POSITIVE,UNEXPOSED,50.0,99.909376,99.909376,-0.072434,93.998521,98.779865,108.670039,45.311486,2.380731,0.124616,-0.67694,48.620462,3.512067,1.25544,0.192195,0.01983,0.074707,FAIL
S00722,L0036,T01,722,NEGATIVE,EXPOSED,50.0,80.447925,103.138366,-0.002197,92.506645,97.235223,102.993283,57.656989,2.45468,0.880773,0.618359,51.618294,2.805408,1.733947,0.027639,0.029799,0.035921,PASS
S00009,L0000,T01,9,POSITIVE,UNEXPOSED,50.0,109.717705,109.717705,-0.069192,94.726698,98.675045,108.996529,41.402559,2.39378,0.85186,-0.987912,46.764392,4.053825,1.640611,0.037535,0.016916,0.092413,FAIL
S00461,L0023,T01,461,NEGATIVE,EXPOSED,50.0,82.935485,106.327544,0.040123,93.30743,98.527336,104.883167,57.358675,2.467637,-0.774687,-0.890044,51.410545,3.234577,1.428556,0.01964,0.019541,0.041445,FAIL
S00053,L0002,T01,53,NEGATIVE,EXPOSED,50.0,82.017418,105.150536,0.044574,102.28786,96.860353,104.928087,49.677847,2.3524,0.535926,-0.150773,50.755562,2.234168,1.117385,0.006999,0.001091,0.014146,PASS
S00604,L0030,T03,604,NEGATIVE,EXPOSED,50.0,74.665745,95.725314,-0.093565,109.863143,100.602438,106.786806,54.34671,2.348485,-0.368099,-0.883566,52.556367,3.934824,1.630509,0.12547,0.032765,0.108574,FAIL
S00675,L0033,T03,675,POSITIVE,UNEXPOSED,50.0,106.210881,106.210881,-0.119293,108.078455,98.432511,111.347207,44.329717,2.373526,0.889834,-0.023304,50.008326,4.133617,1.652213,0.08959,0.010596,0.11102,FAIL
S00371,L0018,T01,371,POSITIVE,UNEXPOSED,50.0,105.249778,105.249778,0.030596,100.501331,97.101923,110.738518,59.812374,2.493081,0.858541,-0.974631,48.237022,3.180178,1.298028,0.008383,0.028138,0.041016,PASS
S00069,L0003,T01,69,POSITIVE,UNEXPOSED,50.0,98.561337,98.561337,0.030392,97.16263,98.080643,108.917746,55.034964,2.300673,0.022515,0.689021,48.908251,2.903426,1.267133,0.044465,0.037633,0.032402,PASS
S00126,L0006,T02,126,POSITIVE,UNEXPOSED,50.0,111.061421,111.061421,0.037403,125.780294,92.976102,110.896557,51.978913,2.33399,0.938896,-0.506258,48.264141,3.350709,1.518767,0.027513,0.113089,0.060835,FAIL
S00429,L0021,T03,429,POSITIVE,UNEXPOSED,50.0,104.33698,104.33698,0.044612,91.922223,97.303889,111.245421,59.016337,2.331358,-0.35263,-0.23158,50.311417,2.744566,1.429096,0.008644,0.062989,0.029903,PASS
S00781,L0039,T01,781,POSITIVE,UNEXPOSED,50.0,95.398754,95.398754,-0.103394,88.96007,98.55972,108.510422,57.496395,2.381385,-0.779062,-0.522684,48.464229,4.237193,1.684416,0.055195,0.017322,0.113638,FAIL
S00626,L0031,T01,626,POSITIVE,UNEXPOSED,50.0,98.845687,98.845687,0.048645,121.491729,95.154917,113.418096,38.214311,2.399201,0.882694,0.436892,51.559376,3.86014,1.683034,0.672946,0.007139,0.338247,FAIL
S00681,L0034,T02,681,NEGATIVE,EXPOSED,50.0,79.782665,102.285468,-0.083554,108.810562,94.766607,103.52234,59.548145,2.343721,-0.653717,0.51676,50.880493,3.226356,1.459591,0.028367,0.056943,0.04684,FAIL
S00470,L0023,T01,470,NEGATIVE,EXPOSED,50.0,82.967928,104.939279,-0.021379,100.456665,96.802803,104.02753,43.931648,2.442643,0.201398,0.283596,50.524363,2.18323,1.419332,0.031703,0.0,0.017043,PASS
S00736,L0036,T01,736,NEGATIVE,EXPOSED,50.0,82.917464,106.304441,0.053412,95.41526,99.579036,99.757435,48.542405,2.473968,0.509771,-0.067846,50.468979,3.05195,2.764065,0.001486,0.0,0.065287,PASS
S00690,L0034,T01,690,POSITIVE,UNEXPOSED,50.0,102.071586,102.071586,0.113492,87.143178,98.903648,104.098667,58.926899,2.318294,-0.479972,-0.475126,48.223048,3.965217,2.843222,0.0,0.064522,0.156502,FAIL
S00793,L0039,T03,793,POSITIVE,UNEXPOSED,50.0,99.872774,99.872774,-0.05345,79.175663,98.872553,109.497988,48.021937,2.463643,-0.948594,-0.328781,51.942059,3.644749,1.42145,0.046562,0.012156,0.060688,FAIL
S00141,L0007,T03,141,POSITIVE,UNEXPOSED,50.0,97.303354,100.697927,0.004376,97.616991,97.772529,111.794067,43.024259,2.461556,0.564573,0.377919,54.578668,2.181245,1.268233,0.383169,0.004878,0.041354,FAIL
S00140,L0007,T01,140,POSITIVE,UNEXPOSED,50.0,87.65133,87.65133,-0.017575,89.70204,97.713693,112.42506,53.373891,2.435675,0.771222,0.199148,51.888893,2.728802,1.852108,0.371418,0.01763,0.086447,FAIL
S00633,L0031,T03,633,POSITIVE,UNEXPOSED,50.0,105.85683,105.85683,0.061288,117.780228,96.96902,110.09741,49.537417,2.423576,0.258734,-0.295352,48.552896,2.706166,1.248588,0.057971,0.055402,0.029535,PASS
S00531,L0026,T01,531,POSITIVE,UNEXPOSED,50.0,93.875967,93.875967,0.147507,99.17289,99.43454,112.856002,48.740988,2.370576,0.724157,0.180514,51.367085,4.455788,1.596871,0.342066,0.010972,0.24433,FAIL
S00764,L0038,T01,764,NEGATIVE,EXPOSED,50.0,87.300555,111.923788,-0.01436,110.765878,97.475929,105.644443,48.099913,2.476887,0.780988,-0.761605,51.589756,2.66258,1.633135,0.0,0.000311,0.02614,PASS
S00632,L0031,T01,632,POSITIVE,UNEXPOSED,50.0,99.446679,99.446679,0.072856,115.037884,96.954922,108.994383,48.546486,2.377896,0.625503,0.368237,50.769399,2.998179,1.251491,0.218527,0.021637,0.053289,PASS
S00295,L0014,T03,295,POSITIVE,UNEXPOSED,50.0,103.715249,103.715249,-0.007373,110.640346,98.089556,109.871135,56.538051,2.41209,-0.619902,-0.039159,51.616274,1.846273,1.469582,0.045485,0.045863,0.015362,PASS
S00214,L0010,T01,214,POSITIVE,UNEXPOSED,50.0,98.148332,98.148332,0.096517,98.509402,94.93952,109.850724,42.895469,2.447746,-0.199508,-0.345354,49.979359,3.075037,1.326915,0.343493,0.011443,0.07973,FAIL
S00393,L0019,T02,393,POSITIVE,UNEXPOSED,50.0,104.630097,104.630097,0.044557,103.120926,100.092605,109.818312,57.33879,2.273077,-0.00402,0.815416,51.852581,2.561048,1.478828,0.0,0.061549,0.025684,PASS
S00463,L0023,T01,463,POSITIVE,UNEXPOSED,50.0,111.076577,111.076577,0.018425,93.598995,100.252375,109.735337,36.476749,2.367542,0.592588,0.204818,43.910374,2.617218,1.619272,0.104098,0.038734,0.036388,FAIL
S00399,L0019,T02,399,POSITIVE,UNEXPOSED,50.0,90.856408,90.856408,0.041476,98.373903,94.938776,114.087543,46.347643,2.404851,0.648176,0.175179,54.727736,2.227966,2.190831,0.553642,0.020826,0.111154,FAIL
S00219,L0010,T01,219,POSITIVE,UNEXPOSED,50.0,102.41662,102.41662,0.159272,93.479522,98.641714,111.03655,43.8057,2.372322,0.059316,0.159005,50.065572,4.782123,1.041103,0.128425,0.025735,0.152044,FAIL
S00655,L0032,T02,655,NEGATIVE,EXPOSED,50.0,72.086226,92.418238,-0.0597,100.000002,97.670518,102.159277,55.379355,2.380732,-0.344192,0.32169,46.116535,2.79258,1.734878,0.241767,0.031417,0.063172,FAIL
